category,subcategory,goal,pledged,success
Photography,Photobooks,20805.0,3758.0,False
Design,architecture,40000.0,0.0,False
Technology,Camera Equipment,200.0,1757.0,True
Fashion,Couture,350.0,1090.0,True
Music,indie rock,4000.0,205.0,False
Publishing,Children's Books,200.0,1.0,False
Games,Games,10359.0,3059.0,False
Theater,Musical,10720.0,12124.0,True
Music,Faith,2800.0,3672.0,True
Film & Video,Movie Theaters,25000.0,3352.42,False
Publishing,Zines,750.0,1106.0,False
Technology,3D Printing,50000.0,687116.0,True
Art,Installations,100000.0,24264.0,False
Film & Video,Thrillers,5000.0,5060.0,True
Design,Toys,3600.0,89.0,False
Crafts,Glass,3000.0,3004.0,True
Publishing,Periodicals,10000.0,10.0,False
Film & Video,webseries,800.0,10.0,False
Technology,Technology,5000.0,8904.0,False
Design,Typography,5000.0,11106.0,True
Journalism,Video,39000.0,54122.0,True
Food,Vegan,2500.0,4087.0,True
Music,Pop,1500.0,105.0,False
Design,Architecture,1000.0,1220.0,True
Technology,Robots,800.0,1090.0,True
Publishing,Poetry,5000.0,1.0,False
Art,Installations,10000.0,766.0,False
Music,Blues,500.0,15.0,False
Publishing,Letterpress,10000.0,115118.0,True
Publishing,Nonfiction,13000.0,39.0,False
Art,Conceptual Art,2000.0,2052.0,True
Dance,Spaces,5000.0,1.0,False
Dance,Dance,4500.0,246.0,False
Games,Playing Cards,3000.0,27173.0,True
Design,Graphic Design,2000.0,0.0,False
Games,Live Games,435500.0,51.0,False
Film & Video,Animation,8000.0,8484.2,True
Food,Food,5585.0,0.0,False
Art,Conceptual Art,9000.0,20.0,False
Film & Video,Festivals,150.0,150.0,True
Film & Video,Action,1200000.0,0.0,False
Journalism,Web,2000.0,2096.0,True
Technology,Wearables,40000.0,948.0,False
Art,Textiles,2200.0,37610.0,True
Music,Classical Music,3000.0,3790.0,True
Technology,Flight,15000.0,158672.0,True
Dance,Spaces,6000.0,0.0,False
Film & Video,Action,3000.0,7718.0,True
Film & Video,Family,1000.0,2.0,False
Film & Video,Documentary,4000.0,51.0,False
Photography,Photobooks,2400.0,2406.8,True
Crafts,DIY,11961.0,0.0,False
Art,Painting,3000.0,3030.0,True
Film & Video,Fantasy,22000.0,22998.05,True
Crafts,Quilts,12000.0,12200.0,True
Film & Video,Fantasy,100000000.0,85.0,False
Photography,Places,2000.0,10.0,False
Journalism,Audio,500.0,92.0,False
Music,Jazz,6000.0,6024.0,True
Design,Product Design,29000.0,15214.0,False
Film & Video,narrative film,500.0,0.0,False
Design,Design,250000.0,24477.0,False
Film & Video,Family,19115.0,19115.0,True
Journalism,Web,5000.0,1.0,False
Technology,Makerspaces,35000.0,438.8,False
Photography,Fine Art,13684.0,14711.0,True
Design,Civic Design,4000.0,5660.01,True
Art,Textiles,500.0,0.0,False
Technology,Flight,10000.0,21.0,False
Photography,Photography,6217.0,1288.0,False
Design,Design,18064.0,10379.0,False
Food,Food Trucks,12000.0,250.0,False
Fashion,Couture,6000.0,6051.0,True
Publishing,Letterpress,500.0,1.0,False
Food,Community Gardens,200.0,248.0,True
Technology,Sound,679.0,0.0,False
Art,Art,175.0,207.0,True
Technology,Fabrication Tools,100000.0,5691987.0,True
Crafts,Printing,4500.0,4860.0,True
Food,Restaurants,5000.0,6060.0,True
Crafts,Stationery,200.0,284.0,True
Film & Video,Movie Theaters,50000.0,56876.0,True
Food,Food Trucks,15000.0,16171.0,True
Film & Video,Fantasy,2500.0,2501.0,False
Technology,Flight,20000.0,22403.0,True
Music,Rock,17000.0,0.0,False
Publishing,Nonfiction,8000.0,8551.0,True
Publishing,Academic,1500.0,14101.0,True
Games,tabletop games,10000.0,162.0,False
Film & Video,narrative film,35000.0,0.0,False
Art,Art,5000.0,7214.0,True
Design,Product Design,20000.0,21493.0,True
Food,Events,2000.0,0.0,False
Journalism,Audio,12000.0,0.0,False
Design,Typography,22925.0,23095.0,True
Music,Rock,500.0,505.0,True
Publishing,Zines,2500.0,0.0,False
Publishing,Letterpress,1200.0,1702.0,True
Technology,Space Exploration,5000.0,5049.0,True
Publishing,Children's Books,6000.0,8341.0,True
Technology,Robots,10939.0,5440.0,False
Technology,Web,5000000.0,0.0,False
Crafts,Pottery,500.0,523.0,True
Photography,Fine Art,2200.0,100.0,False
Theater,Experimental,500.0,76.0,False
Dance,Spaces,5678.0,7853.0,True
Dance,Dance,2000.0,3700.0,True
Film & Video,Comedy,3000.0,3051.0,True
Publishing,Periodicals,25000.0,25075.25,True
Comics,Webcomics,8000.0,72.32,False
Publishing,Literary Spaces,5000.0,121.0,False
Games,Tabletop Games,6000.0,16244.0,True
Games,Tabletop Games,500.0,1547.0,True
Art,Textiles,1150.0,8502.0,True
Photography,Places,324.0,513.0,True
Food,Food Trucks,10000.0,10770.0,True
Journalism,Journalism,4000.0,0.0,False
Food,Restaurants,145000.0,295.0,False
Design,Design,500.0,5409.0,True
Design,Design,2500.0,2691.0,True
Publishing,Academic,40000.0,10.0,False
Publishing,Literary Spaces,9000.0,10759.0,True
Technology,Sound,2000.0,4480.0,True
Art,Performance Art,8000.0,2025.0,False
Art,Conceptual Art,400.0,462.0,True
Food,Events,5000.0,5236.0,True
Fashion,Couture,5000.0,81579.0,True
Dance,Performances,3000.0,3180.0,True
Design,Typography,360.0,14.0,False
Games,Video Games,46800.0,406.0,False
comics,Comic Books,5000.0,160.0,False
Technology,Technology,15000.0,32730.0,True
Art,Installations,100000.0,18.8,False
Technology,Space Exploration,180000.0,348.0,False
Music,R&B,10000.0,45.0,False
Photography,Nature,1650.0,3170.0,True
Comics,Comics,15000.0,170.0,False
Games,Video Games,250000.0,2046.0,False
Technology,Sound,200000.0,18477.0,False
Journalism,Audio,200.0,200.0,False
Technology,Hardware,120000.0,127228.39,True
Food,Events,8900.0,9360.0,True
Publishing,Publishing,1500.0,0.0,False
Art,Social Practice,8500.0,3.0,False
Crafts,Embroidery,10000.0,115.0,False
Fashion,Accessories,27500.0,7570.0,False
Crafts,Letterpress,3250.0,1072.0,False
Theater,Theater,800.0,803.0,True
Dance,Residencies,30000.0,5.0,False
Music,Latin,300.0,128.0,False
Crafts,Stationery,2500.0,0.0,False
Fashion,Pet Fashion,5500.0,7.0,False
Art,Conceptual Art,3884.0,228.0,False
Fashion,Childrenswear,11000.0,13070.0,True
Music,Faith,8000.0,1150.0,False
Technology,Makerspaces,5500.0,4542.0,False
Fashion,Accessories,12460.0,59.0,False
Publishing,Young Adult,20000.0,5.0,False
Music,Indie Rock,1500.0,1670.0,True
Theater,Comedy,7000.0,7260.0,True
Music,Hip-Hop,5000.0,0.0,False
Crafts,Quilts,5000.0,860.0,False
Photography,Photography,10000.0,13395.0,True
Design,Graphic Design,2500.0,3001.59,True
Fashion,Apparel,25000.0,18040.0,False
Games,Tabletop Games,15000.0,1157.0,False
Photography,Nature,1000.0,1312.0,True
Design,Product Design,5000.0,0.0,False
Games,Mobile Games,5000.0,5597.0,True
Design,product design,1000.0,30.0,False
Music,Pop,1000.0,1015.0,True
Journalism,Video,16692.0,97.0,False
Publishing,Radio & Podcasts,9500.0,0.0,False
Music,Punk,563.0,81.0,False
Crafts,Quilts,400.0,460.0,True
Food,Restaurants,38500.0,41066.0,True
Crafts,Crafts,8000.0,8978.0,True
Publishing,nonfiction,11110.0,0.0,False
Music,Chiptune,15000.0,9930.7,False
Publishing,Translations,50000.0,52716.0,True
Publishing,fiction,3000.0,0.0,False
Publishing,Periodicals,500.0,0.0,False
Theater,Spaces,26190.0,61079.0,True
Crafts,Candles,6377.0,8087.0,True
Publishing,Art Books,10000.0,100162.0,True
Art,Illustration,11111.0,11752.0,True
Games,Live Games,60000.0,0.0,False
Art,Painting,350.0,1792.0,True
Crafts,Quilts,10000.0,0.0,False
Technology,Software,250000.0,1.0,False
Food,Food Trucks,10000.0,11495.0,True
Theater,Immersive,1000.0,0.0,False
Food,Drinks,15000.0,16011.0,True
Crafts,Woodworking,6000.0,1.0,False
Journalism,Audio,1000.0,25.0,False
Music,Pop,7000.0,9268.0,True
Film & Video,Thrillers,1500000.0,27.0,False
Publishing,Anthologies,800.0,3077.37,True
Photography,Photobooks,500.0,1.0,False
Technology,Apps,500.0,3653.0,True
Games,Tabletop Games,7500.0,4342.0,False
Comics,Graphic Novels,1000.0,5451.0,True
Design,Civic Design,250000.0,273114.92,True
Theater,Plays,30.0,2.0,False
Theater,Experimental,1500000.0,0.0,False
Film & Video,Romance,4009.0,4014.0,True
Music,Punk,30000.0,88828.71,True
Film & Video,Romance,5000.0,5050.0,True
Music,Kids,16000.0,18441.0,True
Film & Video,webseries,15000.0,12.0,False
Art,Public Art,3000.0,3044.0,True
Food,Vegan,10000.0,53.0,False
Journalism,Journalism,400.0,477.0,True
Music,Hip-Hop,1000.0,1001.0,True
Art,Painting,1600.0,338.0,False
Publishing,Young Adult,2000.0,3211.0,True
Publishing,Comedy,6000.0,3982.0,False
Journalism,Video,100000.0,0.0,False
Photography,Animals,1500.0,1627.0,True
Food,Spaces,10000.0,10.0,False
Photography,Photography,2000.0,2390.0,True
Technology,Fabrication Tools,28900.0,2.0,False
Music,R&B,5500.0,11.0,False
Music,Latin,5600.0,10410.0,True
Art,Mixed Media,700.0,0.0,False
Food,Spaces,3000.0,653.0,False
Art,Video Art,60.0,51.0,False
Art,Painting,3500.0,4598.0,True
Music,Country & Folk,6000.0,11611.0,True
Journalism,Photo,8000.0,501.0,False
Theater,Experimental,7000.0,7381.0,True
Film & Video,Animation,40000.0,49773.0,True
Theater,Immersive,4500.0,8902.0,True
Theater,Comedy,5000.0,5152.99,True
Film & Video,Music Videos,10000.0,10650.0,True
Film & Video,Narrative Film,700.0,700.0,True
Publishing,nonfiction,5000.0,0.0,False
Comics,Anthologies,1200.0,359.0,False
Publishing,poetry,80.0,2.0,False
Film & Video,Webseries,934.0,934.0,True
Games,Video Games,5000.0,31.0,False
Photography,Animals,20000.0,60830.0,True
Dance,Residencies,877.0,1.0,False
Crafts,Crochet,10.0,16.0,True
Theater,Theater,500.0,561.0,True
Publishing,Nonfiction,8000.0,1.0,False
Journalism,Journalism,50000.0,280.0,False
Film & Video,Family,5000.0,5.0,False
Music,Latin,50000.0,0.0,False
Theater,Festivals,3083.0,3083.0,True
Crafts,Crafts,1000.0,39.0,False
Art,Performance Art,2500.0,0.0,False
Film & Video,Television,18500.0,20190.0,True
Photography,Nature,1000.0,2123.0,True
Food,Farmer's Markets,22854.0,35.0,False
Publishing,Poetry,500.0,2082.0,True
Theater,Immersive,300.0,368.5,True
Music,Classical Music,1500.0,2510.0,True
Film & Video,Festivals,10000.0,265.0,False
Film & Video,webseries,3500.0,0.0,False
Music,Chiptune,8000.0,10230.0,True
Games,Games,500.0,10.0,False
Film & Video,Romance,20.0,61.0,True
Photography,Photography,3000.0,4529.0,True
Fashion,Fashion,3500.0,3600.0,True
Journalism,Journalism,1550.0,1723.0,True
Music,world music,250.0,0.0,False
Design,Toys,6000.0,131.29,False
Publishing,Literary Journals,15000.0,75.0,False
Food,Community Gardens,15000.0,1233.0,False
Theater,Comedy,15600.0,15608.8,True
comics,Graphic Novels,1000.0,25.0,False
Comics,Events,15000.0,3937.0,False
Music,Metal,23500.0,17082.0,False
Photography,Photography,8110.0,8465.0,True
Journalism,Print,20000.0,1.0,False
Fashion,Jewelry,1000.0,1181.0,True
Publishing,nonfiction,5555.0,0.0,False
Film & Video,Horror,2500.0,226.0,False
Music,Comedy,1250.0,965.0,False
Film & Video,Action,1200.0,3100.0,True
Food,Community Gardens,761.0,777.0,True
Film & Video,Drama,90000.0,1.0,False
Film & Video,Music Videos,2000.0,2229.0,True
Technology,Wearables,5000.0,326878.0,False
Film & Video,Film & Video,47077.0,17149.0,False
Technology,Space Exploration,30000.0,222.0,False
Art,Art,210.0,253.0,True
Design,product design,40000.0,8860.0,False
Comics,Comic Books,500.0,1595.0,True
Publishing,Comedy,1500.0,2755.0,True
Music,Metal,4000.0,4083.0,True
Music,World Music,600.0,633.0,True
Crafts,Weaving,500.0,85.0,False
Food,Bacon,1002.0,1.0,False
Music,Jazz,10000.0,10014.0,True
Art,Digital Art,290.0,1.0,False
Music,Rock,3200.0,3790.0,True
Food,Community Gardens,243000.0,3091.0,False
Publishing,Children's Books,15298.0,101.0,False
Music,Indie Rock,7000.0,1300.0,False
Art,Conceptual Art,1000.0,1001.0,True
Film & Video,Narrative Film,60000.0,35.0,False
Film & Video,Shorts,3000.0,1500.0,False
Technology,Fabrication Tools,25000.0,28034.74,True
Photography,People,2300.0,2310.0,True
Fashion,Jewelry,2600.0,60.0,False
Film & Video,narrative film,45000.0,165.0,False
Publishing,Anthologies,4500.0,4952.5,True
Technology,Fabrication Tools,15000.0,20013.0,True
Fashion,Footwear,10000.0,542.0,False
Music,Kids,5000.0,30.0,False
Technology,3D Printing,10000.0,326.0,False
Music,Music,5000.0,5575.0,True
Design,Toys,13800.0,80.0,False
Publishing,Nonfiction,5000.0,6165.0,True
Technology,Fabrication Tools,15517.0,18172.0,True
Fashion,Fashion,4000.0,6245.0,True
Film & Video,Music Videos,40000.0,20.0,False
Theater,Theater,2500.0,3112.0,True
Publishing,Anthologies,1700.0,30.0,False
Film & Video,Shorts,6200.0,7028.0,True
Food,Bacon,15.0,25.0,True
Film & Video,Thrillers,20000.0,20416.0,True
Publishing,Letterpress,2500.0,9376.0,True
Games,Video Games,99000.0,106722.36,True
Food,Food,20000.0,26675.0,True
Journalism,Journalism,10000.0,580.0,False
Music,Metal,40000.0,13952.71,False
Technology,Makerspaces,2100.0,1058.0,False
Comics,Webcomics,500.0,647.0,True
Dance,Performances,950.0,30.0,False
Technology,Space Exploration,8000.0,110354.0,True
Film & Video,Webseries,5000.0,135.0,False
Publishing,Art Books,15000.0,1427.0,False
Music,Classical Music,3000.0,6.0,False
Food,Vegan,10000.0,250.0,False
Music,Electronic Music,40000.0,0.0,False
Publishing,Art Books,4472.0,2212.0,False
Music,Music,1111.0,0.0,False
Photography,Places,1500.0,125.0,False
Crafts,Printing,4000.0,4631.0,True
Art,Conceptual Art,1600.0,1735.0,True
Film & Video,documentary,15000.0,385.0,False
Crafts,Embroidery,1500.0,13.29,False
Publishing,Comedy,1300.0,1.0,False
Crafts,Woodworking,757.0,2305.0,True
Music,Jazz,25000.0,0.0,False
Crafts,Weaving,1000.0,75.0,False
Art,Public Art,60000.0,18087.0,False
Music,World Music,5000.0,0.0,False
Music,Music,20000.0,1.0,False
Crafts,Knitting,750.0,886.0,True
Photography,Nature,16.0,24.0,True
Games,Puzzles,1000.0,322.0,False
Film & Video,Webseries,2000.0,2875.0,True
Journalism,Photo,2000.0,64.0,False
Technology,3D Printing,3000.0,120.0,False
Music,Blues,1000.0,1238.0,True
Technology,Camera Equipment,10000.0,2675.0,False
Crafts,Crochet,35.0,161.0,True
Film & Video,Television,10000.0,10080.0,True
Theater,Theater,3241.0,8162.0,True
Art,Illustration,600.0,56.0,False
comics,Comic Books,1200.0,4012.0,True
Music,Indie Rock,2500.0,70.0,False
Food,Farmer's Markets,1200.0,1240.0,True
Art,Video Art,1500.0,1500.0,True
Publishing,Art Books,30000.0,140.0,False
Technology,Web,4500.0,6008.0,True
Games,video games,5000.0,36.0,False
Publishing,Nonfiction,15000.0,86954.0,True
Games,video games,350000.0,8236.0,False
Music,Pop,7000.0,10.0,False
Crafts,DIY,500.0,21.0,False
Games,Games,8493.0,208.0,False
Photography,Animals,1700.0,1348.0,False
Art,Sculpture,5350.0,15.0,False
Food,Food Trucks,50000.0,2.0,False
Publishing,Art Books,5000.0,5005.0,True
Theater,Comedy,6784.0,6992.0,True
Crafts,Stationery,100.0,1306.0,True
Journalism,Print,10000.0,162.0,False
Art,Performance Art,4000.0,4065.0,True
Film & Video,Fantasy,1500.0,1971.0,True
comics,Graphic Novels,25000.0,148.0,False
Design,Architecture,24450.0,6814.0,False
Film & Video,Thrillers,150000.0,15.0,False
Music,Kids,1500.0,0.0,False
Music,Rock,155688.0,32.0,False
Music,Metal,4000.0,4173.01,True
Technology,Web,2500.0,212.0,False
Design,Product Design,15000.0,1236.0,False
Comics,Events,50000.0,56248.01,True
Film & Video,Romance,35000.0,36620.8,True
Film & Video,Science Fiction,3500.0,3706.0,True
Music,Blues,3000.0,0.0,False
Publishing,Art Books,774.0,2897.0,True
Publishing,Art Books,10657.0,206.0,False
Technology,Fabrication Tools,38400.0,41605.17,True
Journalism,Photo,1600.0,0.0,False
Design,Civic Design,1100.0,2158.0,True
Art,Digital Art,200.0,1134.0,True
Music,rock,14000.0,10.0,False
Comics,Comic Books,2500.0,642.0,False
Music,Comedy,1993.0,151.0,False
Comics,Comic Books,0.0,0.0,False
Film & Video,Experimental,147.0,272.0,True
Film & Video,Music Videos,10000.0,0.0,False
Technology,Technology,20000.0,169209.0,True
Music,Blues,1000.0,0.0,False
Film & Video,shorts,1500.0,5.0,False
Journalism,Photo,1600.0,0.0,False
Comics,Events,160.0,386.0,True
Comics,Comics,6000.0,6687.0,True
Technology,Camera Equipment,3500.0,2903.0,False
Publishing,Comedy,450.0,465.0,True
Art,Painting,500.0,500.0,True
Music,indie rock,500.0,0.0,False
Crafts,Embroidery,3900.0,4000.0,True
Crafts,Candles,2990.0,15450.0,True
Crafts,Printing,3500.0,335.0,False
Music,World Music,2500.0,0.0,False
Publishing,Periodicals,5000.0,220.0,False
Games,Tabletop Games,6000.0,67.0,False
Music,Jazz,5000.0,0.0,False
Publishing,Academic,3875.0,3886.0,True
Comics,Graphic Novels,9033.0,3086.0,False
Technology,Hardware,70000.0,110.0,False
Food,Drinks,100000.0,0.0,False
Photography,Animals,12500.0,16873.0,True
Journalism,Journalism,1500.0,30.0,False
Food,Vegan,30000.0,31886.77,True
Photography,Photobooks,3000.0,9011.0,True
Film & Video,Science Fiction,12000.0,12025.0,True
Publishing,Radio & Podcasts,1500.0,1501.0,True
Publishing,Comedy,2700.0,2792.0,True
Photography,Photobooks,9000.0,6775.0,False
Games,Video Games,30000.0,71836.5,True
Crafts,Printing,400.0,511.0,True
Art,Performance Art,15000.0,100.0,False
Design,Architecture,20000.0,20600.0,True
Film & Video,Webseries,1500.0,61.0,False
Comics,Anthologies,4000.0,4534.0,False
Design,Design,9615.0,12512.0,True
Design,Architecture,500.0,510.0,True
Film & Video,Shorts,3000.0,3070.0,True
Music,Latin,1000.0,1100.0,True
Film & Video,Family,1000.0,1100.0,True
Games,Playing Cards,9500.0,4362.0,False
Food,Spaces,11500.0,2331.0,False
Theater,Musical,3571.0,3626.0,True
Comics,Anthologies,5000.0,1011.0,False
Design,Graphic Design,10000.0,18.8,False
Film & Video,Experimental,2780.0,2965.0,True
Publishing,Literary Journals,6000.0,101.0,False
Fashion,Couture,395.0,5545.29,True
Film & Video,Science Fiction,2500.0,2550.0,True
Film & Video,Comedy,1658.0,0.0,False
Dance,Dance,5000.0,5540.0,True
Film & Video,Science Fiction,4000.0,4115.0,True
Publishing,Zines,1000.0,2339.0,True
Comics,Comic Books,0.0,0.0,False
Publishing,Anthologies,7500.0,958.0,False
Publishing,Comedy,3964.0,26.0,False
Crafts,DIY,3000.0,100.0,False
Crafts,Woodworking,15000.0,1.0,False
Publishing,Translations,4000.0,0.0,False
Film & Video,Romance,25000.0,27110.0,True
Comics,Comics,15000.0,4657.0,False
Comics,Comic Books,0.0,0.0,False
Theater,Comedy,2750.0,3060.0,True
Crafts,Weaving,1000.0,1000.8,True
Fashion,Childrenswear,8000.0,21.0,False
Technology,Makerspaces,1011.0,1658.0,True
Film & Video,Narrative Film,500.0,555.0,True
Food,Vegan,10000.0,7798.0,False
Art,Conceptual Art,14251.0,902.0,False
Art,Textiles,25000.0,25821.0,True
Crafts,Pottery,1077.0,86.0,False
Art,Installations,171.0,0.0,False
Music,Indie Rock,2200.0,2410.0,True
Publishing,Children's Books,5000.0,55.0,False
Crafts,Knitting,40.0,63.0,True
Crafts,Weaving,1700.0,0.0,False
Crafts,Glass,10000.0,0.0,False
Theater,Comedy,100.0,135.0,True
Music,Electronic Music,3500.0,190.0,False
Art,Ceramics,9000.0,1608.0,False
Film & Video,drama,15000.0,0.0,False
Photography,Nature,39000.0,41322.0,True
Comics,Comics,2200.0,127.0,False
Art,Illustration,250.0,3177.0,True
Music,Classical Music,15000.0,600.0,False
Film & Video,Family,638.0,676.0,True
Dance,Workshops,35000.0,60.0,False
Publishing,Young Adult,400.0,10.0,False
Art,Ceramics,1000.0,4640.0,True
Games,video games,28000.0,182.0,False
Art,Public Art,1000.0,2206.0,True
Music,Kids,10000.0,0.0,False
Music,Kids,700.0,1036.29,True
Design,Typography,673.0,4124.0,True
Fashion,Fashion,15000.0,25.0,False
Crafts,Candles,500.0,1017.0,True
Music,Faith,650.0,1.0,False
Film & Video,Narrative Film,6500.0,0.0,False
Crafts,Embroidery,50.0,23.0,False
Crafts,Printing,2500.0,1.0,False
Games,Puzzles,3500.0,175.0,False
Theater,Immersive,155.0,0.0,False
Art,Ceramics,2500.0,2700.0,True
Technology,Flight,30.0,31.0,True
Photography,Photobooks,23000.0,5996.32,False
Film & Video,Animation,7500.0,0.0,False
Music,Indie Rock,1000.0,1000.0,True
Games,Mobile Games,15000.0,16854.94,True
Food,Farms,650.0,760.0,True
Games,tabletop games,7000.0,686.0,False
Food,Small Batch,20.0,5.0,False
Comics,Graphic Novels,6551.0,906.0,False
Art,Video Art,2100.0,4.0,False
Art,Illustration,200.0,114.0,False
Journalism,Web,10000.0,10938.0,True
Publishing,Fiction,6500.0,0.0,False
Music,Comedy,10000.0,1.0,False
Music,Music,8700.0,0.0,False
Food,Restaurants,15000.0,0.0,False
Publishing,Zines,500.0,1.0,False
Journalism,Photo,3000.0,3310.0,True
Games,Tabletop Games,999.0,666.0,False
Games,tabletop games,15000.0,120.0,False
Music,Classical Music,5000.0,5015.0,True
Technology,DIY Electronics,10000.0,48420.0,True
Film & Video,Horror,4000.0,4092.0,True
Food,Spaces,50000.0,78120.0,True
Fashion,Childrenswear,200.0,1.0,False
Fashion,Accessories,1571.0,5.0,False
Food,Farmer's Markets,7000.0,0.0,False
Fashion,Apparel,777.0,1.0,False
Design,Architecture,2000000.0,120.0,False
Games,Tabletop Games,8000.0,2513.0,False
Film & Video,Movie Theaters,1500.0,4706.0,True
Film & Video,Romance,6000.0,6007.0,True
Technology,Flight,32000.0,4637.0,False
Games,tabletop games,6000.0,257.0,False
Photography,Photobooks,15000.0,16340.0,True
Art,Ceramics,10000.0,10881.0,True
Art,Mixed Media,4313.0,1309.0,False
Publishing,Zines,1000.0,1429.0,True
Music,Faith,7620.0,1.0,False
Music,Indie Rock,1000.0,1360.0,True
Art,Art,480.0,5.0,False
Journalism,Audio,1900.0,2165.0,True
Film & Video,Shorts,6000.0,660.0,False
Food,Vegan,9553.0,0.0,False
Fashion,Pet Fashion,1020.0,1064.0,True
Publishing,fiction,9700.0,0.0,False
Design,Interactive Design,1500.0,121317.0,True
Publishing,Radio & Podcasts,650.0,1101.0,True
Games,Live Games,7940.0,9066.0,True
Film & Video,Narrative Film,1500.0,1636.0,True
Design,Product Design,25000.0,323964.0,True
Games,Puzzles,1500.0,388.0,False
Music,Electronic Music,70000.0,0.0,False
Journalism,Journalism,1831.0,1831.0,True
Publishing,Academic,5000.0,0.0,False
comics,Graphic Novels,6000.0,2037.0,False
Music,Jazz,3000.0,502.43,False
Publishing,Calendars,800.0,0.0,False
Film & Video,Comedy,3000.0,5421.0,True
Film & Video,Film & Video,5000.0,5140.0,True
Photography,People,700.0,1231.0,True
Technology,Apps,10000.0,11521.0,True
Film & Video,Festivals,25000.0,27080.0,True
Music,Pop,30000.0,40971.0,True
Comics,Comics,12500.0,14053.0,True
Publishing,Publishing,971.0,1116.0,True
Journalism,Photo,1000.0,2951.0,True
Technology,Web,3000.0,10001.0,True
comics,Graphic Novels,1295.0,0.0,False
Publishing,Literary Spaces,7000.0,158.0,False
Crafts,Crochet,1100.0,45.0,False
Theater,Musical,10000.0,25.0,False
Technology,Camera Equipment,500.0,48.0,False
Film & Video,Film & Video,20000.0,38867.0,True
Theater,Plays,3713.0,4634.0,True
Crafts,Knitting,500.0,248.0,False
Crafts,Crafts,1000.0,5119.0,True
Film & Video,Family,3500.0,3500.0,True
Film & Video,Horror,10000.0,381.0,False
Publishing,Comedy,7500.0,0.0,False
Film & Video,Television,1500.0,10640.0,True
Photography,Fine Art,500.0,261.32,False
Journalism,Video,30000.0,2.0,False
Film & Video,Shorts,2000.0,2380.0,True
Photography,Photobooks,1000.0,1313.0,True
Film & Video,Music Videos,6500.0,6877.0,True
Publishing,Calendars,7000.0,0.0,False
Comics,Webcomics,7500.0,14695.0,True
Film & Video,Action,50000.0,51776.45,True
Technology,Technology,20393.0,73327.0,True
Photography,Places,50000.0,56591.0,True
Food,Small Batch,10000.0,90.0,False
Art,Performance Art,10000.0,206.0,False
Crafts,Embroidery,500.0,1.0,False
Publishing,Literary Journals,5000.0,1.0,False
Film & Video,Thrillers,100000.0,0.0,False
Photography,People,447.0,574.0,True
comics,Comic Books,2250.0,3582.66,True
Crafts,Crafts,40000.0,1.0,False
Photography,Photobooks,7000.0,215.0,False
Film & Video,Music Videos,5000.0,5002.0,True
Crafts,DIY,6500.0,65214.0,True
Music,Latin,3000.0,3243.46,True
comics,Graphic Novels,3000.0,412.0,False
Food,Bacon,10.0,0.0,False
Technology,Fabrication Tools,125000.0,349498.79,True
Art,Public Art,1200.0,0.0,False
Design,Design,5000.0,148.0,False
Crafts,Printing,300.0,450.0,True
Comics,Graphic Novels,8672.0,1887.0,False
Technology,Makerspaces,6172900.0,18.8,False
Theater,Festivals,75000.0,148.0,False
Dance,Residencies,5000.0,5057.0,True
Music,indie rock,700.0,720.0,True
Art,Art,2000.0,2160.0,True
Technology,3D Printing,30000.0,59057.0,True
Film & Video,Narrative Film,7900.0,9237.0,True
Art,Illustration,300.0,310.0,True
Music,Kids,500.0,500.0,True
Crafts,Printing,20000.0,4.0,False
Technology,Fabrication Tools,50000.0,5575.0,False
Film & Video,Drama,1500.0,1801.0,True
Technology,Space Exploration,20000.0,627.0,False
Dance,Dance,15357.0,8.0,False
Film & Video,shorts,10.0,0.0,False
Art,Public Art,1000000.0,0.0,False
Music,Metal,1200.0,1514.0,True
Photography,People,1000.0,1376.0,True
Music,Latin,3000.0,3177.0,True
Photography,Photography,800.0,11.0,False
Art,Sculpture,7500.0,16306.0,True
Crafts,Crafts,1332.0,468.0,False
Publishing,Literary Spaces,3900.0,31.29,False
Photography,People,33663.0,112.0,False
Photography,People,2500.0,25.0,False
Games,Video Games,5000.0,26260.0,True
Theater,Festivals,2500.0,751.0,False
Music,Music,11002.0,11151.0,True
Publishing,Anthologies,10000.0,31.0,False
Music,R&B,5000.0,1.0,False
Fashion,Couture,26790.0,35135.0,True
Design,product design,130000.0,729.0,False
Music,Chiptune,0.0,0.0,False
Publishing,Letterpress,3500.0,196.1,False
Film & Video,Fantasy,500.0,0.0,False
Photography,People,2000.0,0.0,False
Food,Small Batch,9000.0,40.0,False
Crafts,Weaving,5000.0,100.0,False
Food,Bacon,9.0,0.0,False
Games,Tabletop Games,4300.0,5134.0,True
Music,Chiptune,12000.0,191.0,False
Technology,Wearables,75000.0,124155.0,True
Film & Video,Documentary,50000.0,3418.8,False
Music,Blues,15000.0,17446.11,True
Crafts,Glass,1500.0,115.0,False
Music,Punk,5000.0,5043.0,True
Crafts,DIY,500.0,660.0,True
Games,Games,2000.0,15467.0,True
Art,Conceptual Art,50000.0,0.0,False
Journalism,Audio,20000.0,28431.0,True
Music,Blues,5000.0,5502.0,True
Film & Video,Fantasy,1000.0,0.0,False
Music,Faith,2500.0,75.0,False
Music,Latin,3500.0,55.0,False
Film & Video,webseries,6000.0,160.0,False
Publishing,Translations,2000.0,356.0,False
Technology,Robots,15000.0,729.0,False
